-1.977525	55.65065556
-1.635513889	55.49537222
-1.95215	55.31346111
-1.56485	55.22068889
-2.220425	55.08773611
-1.697416667	55.24240833
-2.457225	54.97088333
-1.7935166669999998	54.997275
-2.253425	54.89679722
-2.9692638889999996	55.00928333
-3.303316667	54.83147778
-3.417433333	54.65952778
-3.054427778	54.61884722
-2.647936111	54.71690278
-3.434844444	54.41861667
-1.530836111	54.90231667
-1.840316667	54.89403611
-2.22245	54.75109167
-1.7805416669999998	54.67683333
-1.486666667	54.67737778
-2.003858333	54.60768611
-2.6879638889999997	54.59822222
-2.932027778	54.53396667
-2.8344611110000004	54.61788611
-2.81555	54.37609722
-3.0757694439999996	54.36896667
-2.9523583330000003	54.19998889
-2.7612722219999997	54.16460556
-2.738361111	53.97462778
-3.008672222	53.92401389
-2.913591667	53.92658889
-2.908075	53.83259167
-2.5318694440000002	53.81370278
-2.356558333	53.80618333
-2.9694	53.66638889
-2.7269666669999997	53.64794444
-2.386091667	53.59921111
-2.838061111	53.53162222
-2.8399805560000004	53.35993611
-1.695005556	54.47070278
-1.193652778	54.46974722
-0.9881972222	54.56026111
-0.7562444443999999	54.44722778
-2.454391667	54.27769444
-2.139475	54.37664444
-2.081241667	54.31479722
-1.594738889	54.28869444
-1.344588889	54.29794444
-1.0627944440000001	54.24631667
-0.6950527778	54.15800556
-2.534961111	54.14449167
-2.293825	54.14565556
-1.9984416669999998	54.0715
-1.757727778	54.08669167
-1.193333333	54.11950833
-2.103547222	53.98431111
-1.447883333	53.9539
-1.082286111	53.95770278
-0.3908694444	54.01951111
-2.0207833330000002	53.74906111
-1.771802778	53.76676389
-1.4722277780000002	53.837125
-1.129611111	53.83314444
-0.6166666667	53.81666667
-1.61495	53.65931111
-2.042791667	53.94334722
0.03261666667	53.66817222
-1.863125	53.63805556
-1.819338889	53.55478889
-1.649069444	53.59142222
-1.469813889	53.44295278
-1.109233333	53.43225833
-1.4647916669999999	53.38305556
-2.674011111	53.26882222
-2.0751	53.28109167
-2.298538889	53.20248333
-2.87775	53.08526667
-2.508355556	52.988675
-2.812416667	52.95124167
-1.9933388890000001	53.43283889
-1.6894722219999998	53.34835
-1.9355472219999998	53.25256667
-1.6866166669999998	53.17510833
-1.38055	53.13325833
-1.690825	53.04968889
-1.6527722219999998	52.90000833
-3.066663889	52.91403889
-2.665327778	52.89747778
-3.086913889	52.78091111
-2.861147222	52.72757222
-2.982916667	52.78190833
-3.0913361110000004	52.57750556
-2.797325	52.55497778
-2.331094444	52.55591111
-3.029155556	52.42133056
-2.731858333	52.46667222
-2.415775	52.41926389
-1.87065	53.12472778
-2.2105	53.11270278
-1.893694444	52.97649722
-2.165738889	52.94253611
-2.23545	52.83371111
-1.81625	52.80689167
-1.882341667	52.74995556
-2.188008333	52.71361667
-1.6853888890000002	52.70771944
-1.691911111	52.65702222
-2.184094444	52.51821389
-2.696708333	52.30603611
-2.876972222	52.1603
-2.387691667	52.12468889
-2.5817333330000003	52.04246944
-2.9828805560000005	51.95163889
-2.662611111	51.85146667
-2.9706	52.1944
-2.057775	52.41341944
